PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Has_Cabin
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,0.37500000000000006,0.0,0.0,PP 4348,0.14245578538083686,S,0
227,1,2,"Mellors, Mr. William John",male,0.31730769230769235,0.0,0.0,SW/PP 751,0.15997708518703607,S,0
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,0.3461538461538462,0.0,0.0,A/5 21173,0.11046036834342966,S,0
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,0.2980769230769231,0.0,0.0,236171,0.1980668673744256,S,0
230,0,3,"Lefebre, Miss. Mathilde",female,0.4903846153846155,0.375,0.16666666666666666,4133,0.3880084224126373,S,0
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,0.625,0.125,0.0,36973,1.0,S,1
232,0,3,"Larsson, Mr. Bengt Edvin",male,0.5096153846153846,0.0,0.0,347067,0.11845922260278147,S,0
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,1.0,0.0,0.0,237442,0.2056848238119035,S,0
234,1,3,"Asplund, Miss. Lillian Gertrud",female,0.04807692307692308,0.5,0.3333333333333333,347077,0.47821721536267564,S,0
235,0,2,"Leyson, Mr. Robert William Norman",male,0.4134615384615385,0.0,0.0,C.A. 29566,0.15997708518703607,S,0
236,0,3,"Harknett, Miss. Alice Phoebe",female,0.4903846153846155,0.0,0.0,W./C. 6609,0.1150311422059164,S,0
237,0,2,"Hold, Mr. Stephen",male,0.7980769230769231,0.125,0.0,26707,0.3961337347488512,S,0
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,0.10576923076923078,0.0,0.3333333333333333,C.A. 31921,0.39994271296759015,S,0
239,0,2,"Pengelly, Mr. Frederick William",male,0.31730769230769235,0.0,0.0,28665,0.15997708518703607,S,0
240,0,2,"Hunt, Mr. George Henry",male,0.5865384615384616,0.0,0.0,SCO/W 1585,0.18702083054008264,S,0
241,0,3,"Zabour, Miss. Thamine",female,0.4903846153846155,0.125,0.0,2665,0.22022293187718633,C,0
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,0.4903846153846155,0.125,0.0,367230,0.23615664956181515,Q,0
243,0,2,"Coleridge, Mr. Reginald Charles",male,0.5096153846153846,0.0,0.0,W./C. 14263,0.15997708518703607,S,0
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,0.37500000000000006,0.0,0.0,STON/O 2. 3101275,0.10855587923406018,S,0
245,0,3,"Attalah, Mr. Sleiman",male,0.5288461538461539,0.0,0.0,2694,0.11007947052155576,C,0
246,0,1,"Minahan, Dr. William Edward",male,0.7980769230769231,0.25,0.0,19928,1.0,Q,1
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,0.4326923076923077,0.0,0.0,347071,0.11845922260278147,S,0
248,1,2,"Hamalainen, Mrs. William (Anna)",female,0.4134615384615385,0.0,0.3333333333333333,250649,0.22092073668685933,S,0
249,1,1,"Beckwith, Mr. Richard Leonard",male,0.6634615384615384,0.125,0.16666666666666666,11751,0.8007112124130029,S,1
250,0,2,"Carter, Rev. Ernest Courtenay",male,0.9903846153846154,0.125,0.0,244252,0.3961337347488512,S,0
251,0,3,"Reed, Mr. James George",male,0.4903846153846155,0.0,0.0,362316,0.11046036834342966,S,0
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,0.5096153846153846,0.125,0.16666666666666666,347054,0.15940573845422523,S,1
253,0,1,"Stead, Mr. William Thomas",male,1.0,0.0,0.0,113514,0.40451348683007693,S,1
254,0,3,"Lobb, Mr. William Arthur",male,0.5288461538461539,0.125,0.0,A/5. 3336,0.24529819728678864,S,0
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,0.7403846153846154,0.0,0.3333333333333333,370129,0.3079558889850444,S,0
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,0.5096153846153846,0.0,0.3333333333333333,2650,0.23228368050900136,C,0
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,0.4903846153846155,0.0,0.0,PC 17585,1.0,C,0
258,1,1,"Cherry, Miss. Gladys",female,0.5288461538461539,0.0,0.0,110152,1.0,S,1
259,1,1,"Ward, Miss. Anna",female,0.625,0.0,0.0,PC 17755,1.0,C,0
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,0.9134615384615384,0.0,0.16666666666666666,230433,0.3961337347488512,S,0
261,0,3,"Smith, Mr. Thomas",male,0.4903846153846155,0.0,0.0,384461,0.11807832478090757,Q,0
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,0.009615384615384616,0.5,0.3333333333333333,347077,0.47821721536267564,S,0
263,0,1,"Taussig, Mr. Emil",male,0.9519230769230769,0.125,0.16666666666666666,110413,1.0,S,1
264,0,1,"Harrison, Mr. William",male,0.7211538461538461,0.0,0.0,112059,0.0,S,1
265,0,3,"Henry, Miss. Delia",female,0.4903846153846155,0.0,0.0,382649,0.11807832478090757,Q,0
266,0,2,"Reeves, Mr. David",male,0.6442307692307692,0.0,0.0,C.A. 17248,0.15997708518703607,S,0
267,0,3,"Panula, Mr. Ernesti Arvid",male,0.25961538461538464,0.5,0.16666666666666666,3101295,0.6046752922248089,S,0
268,1,3,"Persson, Mr. Ernst Ulrik",male,0.4326923076923077,0.125,0.0,347083,0.11845922260278147,S,0
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,1.0,0.0,0.16666666666666666,PC 17582,1.0,S,1
270,1,1,"Bissette, Miss. Amelia",female,0.625,0.0,0.0,PC 17760,1.0,S,1
271,0,1,"Cairns, Mr. Alexander",male,0.4903846153846155,0.0,0.0,113798,0.4723132991236303,S,0
272,1,3,"Tornquist, Mr. William Henry",male,0.4326923076923077,0.0,0.0,LINE,0.0,S,0
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,0.7403846153846154,0.0,0.16666666666666666,250644,0.29710030106163837,S,0
274,0,1,"Natsch, Mr. Charles H",male,0.6634615384615384,0.0,0.16666666666666666,PC 17596,0.4525066123861877,C,1
275,1,3,"Healy, Miss. Hanora ""Nora""",female,0.4903846153846155,0.0,0.0,370375,0.11807832478090757,Q,0
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,1.0,0.125,0.0,13502,1.0,S,1
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,0.8173076923076923,0.0,0.0,347073,0.11807832478090757,S,0
278,0,2,"Parkes, Mr. Francis ""Frank""",male,0.4903846153846155,0.0,0.0,239853,0.0,S,0
279,0,3,"Rice, Master. Eric",male,0.08653846153846156,0.5,0.16666666666666666,382652,0.4437459624830881,Q,0
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,0.625,0.125,0.16666666666666666,C.A. 2673,0.30852723571785523,S,0
281,0,3,"Duane, Mr. Frank",male,1.0,0.0,0.0,336439,0.11807832478090757,Q,0
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,0.4903846153846155,0.0,0.0,347464,0.11966590690247796,S,0
283,0,3,"de Pelsmaeker, Mr. Alfons",male,0.25961538461538464,0.0,0.0,345778,0.14474117231208025,S,0
284,1,3,"Dorking, Mr. Edward Arthur",male,0.31730769230769235,0.0,0.0,A/5. 10482,0.12264909864339432,S,0
285,0,1,"Smith, Mr. Richard William",male,0.4903846153846155,0.0,0.0,113056,0.3961337347488512,S,1
286,0,3,"Stankovic, Mr. Ivan",male,0.5865384615384616,0.0,0.0,349239,0.13198109527930474,C,0
287,1,3,"de Mulder, Mr. Theodore",male,0.5288461538461539,0.0,0.0,345774,0.14474117231208025,S,0
288,0,3,"Naidenoff, Mr. Penko",male,0.37500000000000006,0.0,0.0,349206,0.12029972087807612,S,0
289,1,2,"Hosono, Mr. Masabumi",male,0.7596153846153846,0.0,0.0,237798,0.1980668673744256,S,0
290,1,3,"Connolly, Miss. Kate",female,0.37500000000000006,0.0,0.0,370373,0.11807832478090757,Q,0
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,0.4519230769230769,0.0,0.0,19877,1.0,S,0
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,0.31730769230769235,0.125,0.0,11967,1.0,C,1
293,0,2,"Levy, Mr. Rene Jacques",male,0.6442307692307692,0.0,0.0,SC/Paris 2163,0.19616237826505611,C,1
294,0,3,"Haas, Miss. Aloisia",female,0.4134615384615385,0.0,0.0,349236,0.13483782894335897,S,0
295,0,3,"Mineff, Mr. Ivan",male,0.4134615384615385,0.0,0.0,349233,0.12029972087807612,S,0
296,0,1,"Lewy, Mr. Ervin G",male,0.4903846153846155,0.0,0.0,PC 17612,0.42235169362407515,C,0
297,0,3,"Hanna, Mr. Mansour",male,0.40384615384615385,0.0,0.0,2693,0.11014346135563058,C,0
298,0,1,"Allison, Miss. Helen Loraine",female,0.0,0.125,0.3333333333333333,113781,1.0,S,1
299,1,1,"Saalfeld, Mr. Adolphe",male,0.4903846153846155,0.0,0.0,19988,0.46469534268615237,S,1
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,0.9134615384615384,0.0,0.16666666666666666,PC 17558,1.0,C,1
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,0.4903846153846155,0.0,0.0,9234,0.11807832478090757,Q,0
302,1,3,"McCoy, Mr. Bernard",male,0.4903846153846155,0.25,0.0,367226,0.3542349743427227,Q,0
303,0,3,"Johnson, Mr. William Cahoone Jr",male,0.31730769230769235,0.0,0.0,LINE,0.0,S,0
304,1,2,"Keane, Miss. Nora A",female,0.4903846153846155,0.0,0.0,226593,0.18816352400570432,Q,1
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,0.4903846153846155,0.0,0.0,A/5 2466,0.12264909864339432,S,0
306,1,1,"Allison, Master. Hudson Trevor",male,0.0,0.125,0.3333333333333333,113781,1.0,S,1
307,1,1,"Fleming, Miss. Margaret",female,0.4903846153846155,0.0,0.0,17421,1.0,C,0
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,0.27884615384615385,0.125,0.0,PC 17758,1.0,C,1
309,0,2,"Abelson, Mr. Samuel",male,0.5288461538461539,0.125,0.0,P/PP 3381,0.3656619089989396,C,0
310,1,1,"Francatelli, Miss. Laura Mabel",female,0.5288461538461539,0.0,0.0,PC 17485,0.8673683312409346,C,1
311,1,1,"Hays, Miss. Margaret Bechstein",female,0.4134615384615385,0.0,0.0,11767,1.0,C,1
312,1,1,"Ryerson, Miss. Emily Borie",female,0.2980769230769231,0.25,0.3333333333333333,PC 17608,1.0,C,1
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,0.4519230769230769,0.125,0.16666666666666666,250651,0.3961337347488512,S,0
314,0,3,"Hendekovic, Mr. Ignjac",male,0.4903846153846155,0.0,0.0,349243,0.12029972087807612,S,0
315,0,2,"Hart, Mr. Benjamin",male,0.7788461538461539,0.125,0.16666666666666666,F.C.C. 13529,0.39994271296759015,S,0
316,1,3,"Nilsson, Miss. Helmina Josefina",female,0.4519230769230769,0.0,0.0,347470,0.11966590690247796,S,0
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,0.4134615384615385,0.125,0.0,244367,0.3961337347488512,S,0
318,0,2,"Moraweck, Dr. Ernest",male,0.9903846153846154,0.0,0.0,29011,0.2133027802493814,S,0
319,1,1,"Wick, Miss. Mary Natalie",female,0.548076923076923,0.0,0.3333333333333333,36928,1.0,S,1
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,0.7211538461538461,0.125,0.16666666666666666,16966,1.0,C,1
321,0,3,"Dennis, Mr. Samuel",male,0.37500000000000006,0.0,0.0,A/5 21172,0.11046036834342966,S,0
322,0,3,"Danoff, Mr. Yoto",male,0.4711538461538462,0.0,0.0,349219,0.12029972087807612,S,0
323,1,2,"Slayter, Miss. Hilda Mary",female,0.5288461538461539,0.0,0.0,234818,0.18816352400570432,Q,0
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,0.37500000000000006,0.125,0.16666666666666666,248738,0.44184147337371865,S,0
325,0,3,"Sage, Mr. George John Jr",male,0.4903846153846155,1.0,0.3333333333333333,CA. 2343,1.0,S,0
326,1,1,"Young, Miss. Marie Grice",female,0.6442307692307692,0.0,0.0,PC 17760,1.0,C,1
327,0,3,"Nysveen, Mr. Johan Hansen",male,1.0,0.0,0.0,345364,0.0950340065575369,S,0
328,1,2,"Ball, Mrs. (Ada E Hall)",female,0.6442307692307692,0.0,0.0,28551,0.1980668673744256,S,1
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,0.548076923076923,0.125,0.16666666666666666,363291,0.31271711175846806,S,0
330,1,1,"Hippach, Miss. Jean Gertrude",female,0.25961538461538464,0.0,0.16666666666666666,111361,0.8833660397596382,C,1
331,1,3,"McCoy, Miss. Agnes",female,0.4903846153846155,0.25,0.0,367226,0.3542349743427227,Q,0
332,0,1,"Partner, Mr. Austen",male,0.8269230769230769,0.0,0.0,113043,0.4342235169362407,S,1
333,0,1,"Graham, Mr. George Edward",male,0.6826923076923077,0.0,0.16666666666666666,PC 17582,1.0,S,1
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,0.25961538461538464,0.25,0.0,345764,0.27424643174920466,S,0
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,0.4903846153846155,0.125,0.0,PC 17611,1.0,S,0
336,0,3,"Denkoff, Mr. Mitto",male,0.4903846153846155,0.0,0.0,349225,0.12029972087807612,S,0
337,0,1,"Pears, Mr. Thomas Clinton",male,0.5096153846153846,0.125,0.0,113776,1.0,S,1
338,1,1,"Burns, Miss. Elizabeth Margaret",female,0.7403846153846154,0.0,0.0,16966,1.0,C,1
339,1,3,"Dahl, Mr. Karl Edwart",male,0.8173076923076923,0.0,0.0,7598,0.12264909864339432,S,0
340,0,1,"Blackwell, Mr. Stephen Weart",male,0.8173076923076923,0.0,0.0,113784,0.5408749070609314,S,1
341,1,2,"Navratil, Master. Edmond Roger",male,0.0,0.125,0.16666666666666666,230080,0.3961337347488512,S,1
342,1,1,"Fortune, Miss. Alice Elizabeth",female,0.4134615384615385,0.375,0.3333333333333333,19950,1.0,S,1
343,0,2,"Collander, Mr. Erik Gustaf",male,0.4903846153846155,0.0,0.0,248740,0.1980668673744256,S,0
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,0.4326923076923077,0.0,0.0,244361,0.1980668673744256,S,0
345,0,2,"Fox, Mr. Stanley Hubert",male,0.6442307692307692,0.0,0.0,229236,0.1980668673744256,S,0
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,0.4134615384615385,0.0,0.0,248733,0.1980668673744256,S,1
347,1,2,"Smith, Miss. Marion Elsie",female,0.7211538461538461,0.0,0.0,31418,0.1980668673744256,S,0
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,0.4903846153846155,0.125,0.0,386525,0.24529819728678864,S,0
349,1,3,"Coutts, Master. William Loch ""William""",male,0.009615384615384616,0.125,0.16666666666666666,C.A. 37671,0.24225101471179747,S,0
350,0,3,"Dimic, Mr. Jovan",male,0.7596153846153846,0.0,0.0,315088,0.13198109527930474,S,0
351,0,3,"Odahl, Mr. Nils Martin",male,0.3942307692307693,0.0,0.0,7267,0.1405512962714674,S,0
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,0.4903846153846155,0.0,0.0,113510,0.5332569506234536,S,1
353,0,3,"Elias, Mr. Tannous",male,0.24038461538461542,0.125,0.16666666666666666,2695,0.11014346135563058,C,0
354,0,3,"Arnold-Franchi, Mr. Josef",male,0.4326923076923077,0.125,0.0,349237,0.2711992491742135,S,0
355,0,3,"Yousif, Mr. Wazli",male,0.4903846153846155,0.0,0.0,2647,0.11007947052155576,C,0
356,0,3,"Vanden Steen, Mr. Leo Peter",male,0.4903846153846155,0.0,0.0,345783,0.14474117231208025,S,0
357,1,1,"Bowerman, Miss. Elsie Edith",female,0.37500000000000006,0.0,0.16666666666666666,113505,0.8379752081225699,S,1
358,0,2,"Funk, Miss. Annie Clemmer",female,0.6826923076923077,0.0,0.0,237671,0.1980668673744256,S,0
359,1,3,"McGovern, Miss. Mary",female,0.4903846153846155,0.0,0.0,330931,0.12004680472435186,Q,0
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,0.4903846153846155,0.0,0.0,330980,0.12004680472435186,Q,0
361,0,3,"Skoog, Mr. Wilhelm",male,0.7211538461538461,0.125,0.6666666666666666,347088,0.42508196921126723,S,0
362,0,2,"del Carlo, Mr. Sebastiano",male,0.5096153846153846,0.125,0.0,SC/PARIS 2167,0.42235169362407515,C,0
363,0,3,"Barbara, Mrs. (Catherine David)",female,0.8173076923076923,0.0,0.16666666666666666,2691,0.22022293187718633,C,0
364,0,3,"Asim, Mr. Adola",male,0.625,0.0,0.0,SOTON/O.Q. 3101310,0.10741318576843849,S,0
365,0,3,"O'Brien, Mr. Thomas",male,0.4903846153846155,0.125,0.0,370365,0.23615664956181515,Q,0
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,0.5288461538461539,0.0,0.0,C 7076,0.11046036834342966,S,0
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,1.0,0.125,0.0,110813,1.0,C,1
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,0.4903846153846155,0.0,0.0,2626,0.11014346135563058,C,0
369,1,3,"Jermyn, Miss. Annie",female,0.4903846153846155,0.0,0.0,14313,0.11807832478090757,Q,0
370,1,1,"Aubart, Mme. Leontine Pauline",female,0.4134615384615385,0.0,0.0,PC 17477,1.0,C,1
371,1,1,"Harder, Mr. George Achilles",male,0.4326923076923077,0.125,0.0,11765,0.8447049108394378,C,1
372,0,3,"Wiklund, Mr. Jakob Alfred",male,0.2980769230769231,0.125,0.0,3101267,0.09896944285313798,S,0
373,0,3,"Beavan, Mr. William Thomas",male,0.31730769230769235,0.0,0.0,323951,0.12264909864339432,S,0
374,0,1,"Ringhini, Mr. Sante",male,0.37500000000000006,0.0,0.0,PC 17760,1.0,C,0
375,0,3,"Palsson, Miss. Stina Viola",female,0.009615384615384616,0.375,0.16666666666666666,349909,0.32109686383969377,S,0
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,0.4903846153846155,0.125,0.0,PC 17604,1.0,C,0
377,1,3,"Landergren, Miss. Aurora Adelia",female,0.37500000000000006,0.0,0.0,C 7077,0.11046036834342966,S,0
378,0,1,"Widener, Mr. Harry Elkins",male,0.4711538461538462,0.0,0.3333333333333333,113503,1.0,C,1
379,0,3,"Betros, Mr. Tannous",male,0.33653846153846156,0.0,0.0,2648,0.061134100410760214,C,0
380,0,3,"Gustafsson, Mr. Karl Gideon",male,0.31730769230769235,0.0,0.0,347069,0.11845922260278147,S,0
381,1,1,"Bidois, Miss. Rosalie",female,0.7596153846153846,0.0,0.0,PC 17757,1.0,C,0
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,0.0,0.0,0.3333333333333333,2653,0.23983916970369196,C,0
383,0,3,"Tikkanen, Mr. Juho",male,0.5673076923076923,0.0,0.0,STON/O 2. 3101293,0.12074460953402483,S,0
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,0.625,0.125,0.0,113789,0.7922674694977024,S,0
385,0,3,"Plotcharsky, Mr. Vasil",male,0.4903846153846155,0.0,0.0,349227,0.12029972087807612,S,0
386,0,2,"Davies, Mr. Charles Henry",male,0.2980769230769231,0.0,0.0,S.O.C. 14879,1.0,S,0
387,0,3,"Goodwin, Master. Sidney Leonard",male,0.0,0.625,0.3333333333333333,CA 2144,0.7145643138354277,S,0
388,1,2,"Buss, Miss. Kate",female,0.6442307692307692,0.0,0.0,27849,0.1980668673744256,S,0
389,0,3,"Sadlier, Mr. Matthew",male,0.4903846153846155,0.0,0.0,367655,0.11776141779310847,Q,0
390,1,2,"Lehmann, Miss. Bertha",female,0.27884615384615385,0.0,0.0,SC 1748,0.1828309544994698,C,0
391,1,1,"Carter, Mr. William Ernest",male,0.6442307692307692,0.125,0.3333333333333333,113760,1.0,S,1
392,1,3,"Jansson, Mr. Carl Olof",male,0.3557692307692308,0.0,0.0,350034,0.11877612959058054,S,0
393,0,3,"Gustafsson, Mr. Johan Birger",male,0.4903846153846155,0.25,0.0,3101277,0.12074460953402483,S,0
394,1,1,"Newell, Miss. Marjorie",female,0.3942307692307693,0.125,0.0,35273,1.0,C,1
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,0.4134615384615385,0.0,0.3333333333333333,PP 9549,0.2544397450117621,S,1
396,0,3,"Johansson, Mr. Erik",male,0.37500000000000006,0.0,0.0,350052,0.11877612959058054,S,0
397,0,3,"Olsson, Miss. Elina",female,0.548076923076923,0.0,0.0,350407,0.11966590690247796,S,0
398,0,2,"McKane, Mr. Peter David",male,0.8365384615384616,0.0,0.0,28403,0.3961337347488512,S,0
399,0,2,"Pain, Dr. Alfred",male,0.3942307692307693,0.0,0.0,244278,0.15997708518703607,S,0
400,1,2,"Trout, Mrs. William H (Jessie L)",female,0.4903846153846155,0.0,0.0,240929,0.19273429786819107,S,0
401,1,3,"Niskanen, Mr. Juha",male,0.7019230769230769,0.0,0.0,STON/O 2. 3101289,0.12074460953402483,S,0
402,0,3,"Adams, Mr. John",male,0.4519230769230769,0.0,0.0,341826,0.12264909864339432,S,0
403,0,3,"Jussila, Miss. Mari Aina",female,0.3557692307692308,0.125,0.0,4137,0.14969284399644087,S,0
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,0.4903846153846155,0.125,0.0,STON/O2. 3101279,0.24148921906804965,S,0
405,0,3,"Oreskovic, Miss. Marija",female,0.33653846153846156,0.0,0.0,315096,0.13198109527930474,S,0
406,0,2,"Gale, Mr. Shadrach",male,0.6057692307692307,0.125,0.0,28664,0.31995417037407214,S,0
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,0.9326923076923077,0.0,0.0,347064,0.11807832478090757,S,0
408,1,2,"Richards, Master. William Rowe",male,0.009615384615384616,0.125,0.16666666666666666,29106,0.2856733664054215,S,0
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,0.3557692307692308,0.0,0.0,312992,0.11845922260278147,S,0
410,0,3,"Lefebre, Miss. Ida",female,0.4903846153846155,0.375,0.16666666666666666,4133,0.3880084224126373,S,0
411,0,3,"Sdycoff, Mr. Todor",male,0.4903846153846155,0.0,0.0,349222,0.12029972087807612,S,0
412,0,3,"Hart, Mr. Henry",male,0.4903846153846155,0.0,0.0,394140,0.10449246127030946,Q,0
413,1,1,"Minahan, Miss. Daisy E",female,0.5865384615384616,0.125,0.0,19928,1.0,Q,1
414,0,2,"Cunningham, Mr. Alfred Fleming",male,0.4903846153846155,0.0,0.0,239853,0.0,S,0
415,1,3,"Sundman, Mr. Johan Julian",male,0.7980769230769231,0.0,0.0,STON/O 2. 3101269,0.12074460953402483,S,0
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,0.4903846153846155,0.0,0.0,343095,0.12264909864339432,S,0
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,0.6057692307692307,0.125,0.16666666666666666,28220,0.495167168436064,S,0
418,1,2,"Silven, Miss. Lyyli Karoliina",female,0.2980769230769231,0.0,0.3333333333333333,250652,0.1980668673744256,S,0
419,0,2,"Matthews, Mr. William John",male,0.5288461538461539,0.0,0.0,28228,0.1980668673744256,S,0
420,0,3,"Van Impe, Miss. Catharina",female,0.14423076923076925,0.0,0.3333333333333333,345773,0.36794729593018294,S,0
421,0,3,"Gheorgheff, Mr. Stanio",male,0.4903846153846155,0.0,0.0,349254,0.12029972087807612,C,0
422,0,3,"Charters, Mr. David",male,0.3557692307692308,0.0,0.0,A/5. 13032,0.1178238850358958,Q,0
423,0,3,"Zimmerman, Mr. Leo",male,0.5096153846153846,0.0,0.0,315082,0.11998281389027704,S,0
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,0.4903846153846155,0.125,0.16666666666666666,347080,0.21939714539936375,S,0
425,0,3,"Rosblom, Mr. Viktor Richard",male,0.2980769230769231,0.125,0.16666666666666666,370129,0.3079558889850444,S,0
426,0,3,"Wiseman, Mr. Phillippe",male,0.4903846153846155,0.0,0.0,A/4. 34244,0.11046036834342966,S,0
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,0.4903846153846155,0.125,0.0,2003,0.3961337347488512,S,0
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,0.31730769230769235,0.0,0.0,250655,0.3961337347488512,S,0
429,0,3,"Flynn, Mr. James",male,0.4903846153846155,0.0,0.0,364851,0.11807832478090757,Q,0
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,0.5673076923076923,0.0,0.0,SOTON/O.Q. 392078,0.12264909864339432,S,1
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,0.4903846153846155,0.0,0.0,110564,0.40451348683007693,S,1
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,0.4903846153846155,0.125,0.0,376564,0.24529819728678864,S,0
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,0.7596153846153846,0.125,0.0,SC/AH 3085,0.3961337347488512,S,0
434,0,3,"Kallio, Mr. Nikolai Erland",male,0.27884615384615385,0.0,0.0,STON/O 2. 3101274,0.10855587923406018,S,0
435,0,1,"Silvey, Mr. William Baird",male,0.9134615384615384,0.125,0.0,13507,0.85168752971003,S,1
436,1,1,"Carter, Miss. Lucile Polk",female,0.2211538461538462,0.125,0.3333333333333333,113760,1.0,S,1
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,0.3557692307692308,0.25,0.3333333333333333,W./C. 6608,0.5237345050766061,S,0
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,0.4134615384615385,0.25,0.5,29106,0.2856733664054215,S,0
439,0,1,"Fortune, Mr. Mark",male,1.0,0.125,0.6666666666666666,19950,1.0,S,1
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,0.548076923076923,0.0,0.0,C.A. 18723,0.15997708518703607,S,0
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,0.8173076923076923,0.125,0.16666666666666666,F.C.C. 13529,0.39994271296759015,S,0
442,0,3,"Hampe, Mr. Leon",male,0.33653846153846156,0.0,0.0,345769,0.14474117231208025,S,0
443,0,3,"Petterson, Mr. Johan Emil",male,0.4326923076923077,0.125,0.0,347076,0.11845922260278147,S,0
444,1,2,"Reynaldo, Ms. Encarnacion",female,0.4903846153846155,0.0,0.0,230434,0.1980668673744256,S,0
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,0.4903846153846155,0.0,0.0,65306,0.12360134319807906,S,0
446,1,1,"Dodge, Master. Washington",male,0.028846153846153848,0.0,0.3333333333333333,33638,1.0,S,1
447,1,2,"Mellinger, Miss. Madeleine Violet",female,0.20192307692307693,0.0,0.16666666666666666,250644,0.29710030106163837,S,0
448,1,1,"Seward, Mr. Frederic Kimber",male,0.6057692307692307,0.0,0.0,113794,0.40451348683007693,S,0
449,1,3,"Baclini, Miss. Marie Catherine",female,0.04807692307692308,0.25,0.16666666666666666,2666,0.29341778091976156,C,0
450,1,1,"Peuchen, Major. Arthur Godfrey",male,0.9519230769230769,0.0,0.0,113786,0.46469534268615237,S,1
451,0,2,"West, Mr. Edwy Arthur",male,0.6442307692307692,0.125,0.3333333333333333,C.A. 34651,0.42279658228002387,S,0
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,0.4903846153846155,0.125,0.0,65303,0.3042109016003803,S,0
